date,project,pod,regression_tests_automated,regression_tests_refactored,regression_tests_executed,regression_tests_passed,regression_tests_failed,shakedown_tests_automated,shakedown_tests_refactored,shakedown_tests_executed,shakedown_tests_passed,shakedown_tests_failed,defects_reported
02-01-2022,CelestialInterface,1,135,60,91,8,83,68,7,34,31,3,3
02-01-2022,PrimeSeven,2,433,416,193,126,67,56,19,2,1,1,0
02-01-2023,CelestialInterface,3,552,497,273,264,9,74,24,49,17,32,4
02-01-2023,ImpactTraining,2,871,77,476,17,459,93,13,47,6,41,6
02-01-2023,Aurora,1,312,225,254,126,128,70,50,43,9,34,2
02-01-2023,GrayPanthers,3,817,62,624,56,568,92,24,22,4,18,0
02-01-2023,Quicksilver,2,325,219,79,24,55,71,21,58,10,48,0
02-01-2023,Aurora,2,211,151,185,154,31,69,36,55,22,33,1
02-01-2023,Honeycomb,2,977,110,117,32,85,67,49,41,14,27,4
02-01-2023,Quicksilver,3,530,477,74,62,12,92,27,2,1,1,0
02-01-2023,Mustangs,1,298,172,172,122,50,91,11,6,5,1,0
02-02-2021,PrimeSeven,2,341,244,248,225,23,80,11,29,19,10,0
02-02-2021,Quicksilver,1,210,39,105,64,41,54,6,1,0,1,0
02-02-2021,GrayPanthers,2,678,281,165,157,8,77,52,17,16,1,0
02-02-2021,PrimeSeven,1,195,120,170,85,85,91,7,25,10,15,0
02-02-2021,BitterLaser,2,593,200,193,43,150,55,45,20,2,18,0
02-02-2021,ImpactTraining,1,173,154,81,42,39,52,24,2,0,2,0
02-02-2021,Discovery,2,944,589,525,384,141,53,45,17,12,5,0
02-02-2021,Aurora,3,994,888,239,84,155,79,56,72,13,59,5
02-02-2022,CelestialInterface,1,655,400,414,9,405,94,15,34,29,5,4
02-02-2022,Aurora,2,984,868,133,70,63,85,63,50,49,1,3
02-02-2022,Quicksilver,3,373,83,4,3,1,78,54,0,0,0,0
02-02-2022,GrayPanthers,2,644,376,383,128,255,100,76,82,34,48,11
02-02-2022,Honeycomb,1,266,133,29,17,12,70,25,54,53,1,1
02-02-2022,Mustangs,1,179,112,16,8,8,84,10,80,61,19,10
02-02-2022,ImpactTraining,3,727,688,202,56,146,92,66,25,16,9,0
02-02-2022,BitterLaser,1,533,522,265,190,75,84,35,61,5,56,0
02-02-2022,Mustangs,2,206,10,93,43,50,53,3,8,5,3,0
02-02-2023,Discovery,3,477,336,339,62,277,67,54,54,48,6,5
02-02-2023,ImpactTraining,2,543,307,113,59,54,65,17,36,0,36,0
02-02-2023,PrimeSeven,1,447,347,409,119,290,60,26,57,12,45,2
02-02-2023,BitterLaser,1,857,582,481,202,279,59,11,40,2,38,2
02-02-2023,Quicksilver,2,752,116,631,256,375,64,10,31,26,5,0
02-02-2023,BitterLaser,1,558,301,513,63,450,97,75,63,26,37,4
02-02-2023,Aurora,3,473,27,360,192,168,95,30,26,18,8,1
02-02-2023,Mustangs,3,886,216,131,45,86,74,1,21,8,13,1
02-02-2023,CelestialInterface,1,956,590,151,11,140,57,24,7,0,7,0
02-02-2023,Honeycomb,3,533,492,454,152,302,76,25,38,11,27,1
02-02-2023,ImpactTraining,2,804,352,460,193,267,90,82,13,4,9,0
02-03-2021,Discovery,2,465,448,248,8,240,79,48,16,14,2,1
02-03-2021,Honeycomb,2,903,311,742,653,89,56,11,17,3,14,1
02-03-2021,PrimeSeven,3,930,647,753,468,285,95,93,4,2,2,0
02-03-2021,Discovery,2,984,368,300,250,50,61,35,7,5,2,0
02-03-2021,PrimeSeven,2,971,473,2,1,1,64,63,2,1,1,0
02-03-2021,BitterLaser,3,696,475,420,362,58,77,66,49,17,32,6
02-03-2021,PrimeSeven,2,356,96,95,92,3,58,43,21,2,19,1
02-03-2021,BitterLaser,3,637,30,329,215,114,69,2,13,1,12,0
02-03-2021,CelestialInterface,2,725,16,416,200,216,84,20,50,41,9,2
02-03-2021,CelestialInterface,2,610,335,584,36,548,52,2,45,3,42,5
02-03-2021,Honeycomb,2,604,264,9,6,3,99,64,69,12,57,0
02-03-2021,Mustangs,1,501,221,70,61,9,83,77,64,54,10,3
02-03-2021,Honeycomb,1,957,716,299,26,273,96,18,47,43,4,0
02-03-2021,Aurora,1,505,181,395,364,31,58,32,40,18,22,5
02-03-2021,Honeycomb,2,538,266,45,6,39,52,3,1,0,1,0
02-03-2022,Mustangs,2,601,544,339,111,228,97,56,12,2,10,0
02-03-2022,BitterLaser,1,416,208,359,192,167,55,47,12,5,7,0
02-03-2022,BitterLaser,1,274,235,2,1,1,84,45,60,29,31,8
02-03-2022,PrimeSeven,1,890,3,211,115,96,61,28,53,37,16,3
02-03-2022,CelestialInterface,2,901,339,435,239,196,60,2,30,17,13,1
02-03-2022,CelestialInterface,2,342,335,80,39,41,93,62,73,1,72,0
02-03-2022,Quicksilver,1,264,9,224,22,202,72,22,29,5,24,1
02-03-2022,BitterLaser,2,952,670,446,24,422,77,55,6,3,3,0
02-03-2022,Mustangs,1,567,31,419,148,271,57,37,4,0,4,0
02-03-2023,ImpactTraining,1,103,69,94,25,69,72,54,23,6,17,2
02-03-2023,PrimeSeven,1,381,251,319,205,114,71,33,36,18,18,2
02-03-2023,CelestialInterface,3,839,251,596,568,28,84,46,37,10,27,3
02-03-2023,Aurora,2,372,171,256,141,115,68,47,20,7,13,1
02-03-2023,ImpactTraining,3,938,801,684,238,446,92,74,48,7,41,3
02-03-2023,Aurora,2,873,406,207,201,6,97,89,35,33,2,3
02-03-2023,BitterLaser,1,874,720,331,54,277,76,41,49,12,37,6
02-04-2021,GrayPanthers,1,155,119,118,87,31,59,18,33,11,22,3
02-04-2021,CelestialInterface,3,781,672,152,32,120,88,20,6,3,3,0
02-04-2021,GrayPanthers,3,986,679,468,377,91,70,63,48,42,6,1
02-04-2022,PrimeSeven,3,966,593,922,391,531,90,2,18,14,4,0
02-04-2022,Discovery,1,206,59,63,53,10,89,75,6,5,1,0
02-04-2022,Honeycomb,1,860,653,324,1,323,64,8,39,11,28,2
02-04-2022,Quicksilver,1,322,316,87,19,68,100,51,31,6,25,0
02-04-2022,Quicksilver,2,775,503,214,144,70,56,48,41,36,5,0
02-04-2022,CelestialInterface,1,193,120,74,42,32,98,16,32,16,16,2
02-04-2022,PrimeSeven,2,426,139,388,202,186,90,4,26,12,14,2
02-04-2022,CelestialInterface,1,917,755,207,75,132,59,1,31,30,1,3
02-04-2022,Mustangs,2,714,287,185,112,73,64,20,33,21,12,3
02-04-2022,Aurora,3,437,223,270,154,116,68,37,62,40,22,4
02-04-2022,Honeycomb,1,931,470,575,176,399,63,26,28,18,10,3
02-04-2023,Aurora,1,162,95,19,12,7,76,14,25,14,11,1
02-04-2023,Quicksilver,2,287,92,203,133,70,93,13,25,3,22,2
02-04-2023,GrayPanthers,3,761,28,11,4,7,97,92,6,4,2,0
02-04-2023,Honeycomb,3,478,11,12,2,10,74,60,69,8,61,2
02-04-2023,BitterLaser,2,997,335,281,10,271,79,75,26,14,12,2
02-04-2023,GrayPanthers,1,301,63,49,44,5,65,53,62,53,9,3
02-04-2023,CelestialInterface,2,999,129,930,647,283,93,42,12,3,9,0
02-04-2023,PrimeSeven,1,863,289,399,334,65,84,51,20,6,14,2
02-05-2021,ImpactTraining,1,131,76,124,15,109,76,64,41,39,2,3
02-05-2021,Discovery,1,187,160,184,5,179,75,53,35,4,31,4
02-05-2021,CelestialInterface,3,185,98,153,94,59,99,20,28,18,10,1
02-05-2021,Aurora,1,758,206,241,173,68,60,30,30,4,26,0
02-05-2021,BitterLaser,2,604,281,523,360,163,62,57,34,7,27,2
02-05-2021,GrayPanthers,3,709,488,114,9,105,99,6,10,2,8,0
02-05-2021,Quicksilver,2,271,204,173,140,33,59,12,25,12,13,2
02-05-2021,Honeycomb,3,140,30,97,70,27,78,36,19,1,18,0
02-05-2022,PrimeSeven,1,967,223,427,245,182,60,36,26,0,26,2
02-05-2022,PrimeSeven,2,682,455,584,568,16,94,12,68,31,37,1
02-05-2022,ImpactTraining,3,433,376,268,125,143,58,5,3,0,3,0
02-05-2022,Honeycomb,2,505,143,503,408,95,86,67,48,3,45,0
02-05-2022,Honeycomb,1,471,181,162,70,92,86,0,1,0,1,0
02-05-2022,CelestialInterface,2,179,91,27,21,6,100,69,34,17,17,2
02-05-2022,GrayPanthers,2,151,6,142,124,18,67,23,65,60,5,8
02-05-2022,Aurora,3,438,26,143,21,122,57,46,14,4,10,0
02-05-2022,Quicksilver,3,898,545,470,453,17,75,34,33,6,27,1
02-05-2022,Quicksilver,1,507,167,186,7,179,59,37,20,3,17,2
02-05-2022,GrayPanthers,2,359,131,208,180,28,92,34,15,6,9,1
02-05-2022,CelestialInterface,2,397,312,65,57,8,83,32,58,55,3,7
02-05-2023,BitterLaser,1,669,210,418,211,207,62,2,51,6,45,0
02-05-2023,PrimeSeven,2,313,72,142,62,80,91,57,29,11,18,3
02-05-2023,Honeycomb,1,937,559,253,167,86,87,42,16,11,5,0
02-05-2023,CelestialInterface,3,449,140,73,33,40,77,0,68,23,45,3
02-05-2023,CelestialInterface,2,611,78,476,34,442,75,67,20,14,6,0
02-05-2023,Quicksilver,3,713,502,327,326,1,81,5,8,2,6,0
02-05-2023,ImpactTraining,3,583,332,51,35,16,80,15,23,7,16,0
02-05-2023,GrayPanthers,1,415,370,399,181,218,54,52,30,18,12,2
02-05-2023,Aurora,2,416,172,194,117,77,71,67,26,6,20,1
02-05-2023,Honeycomb,1,900,843,667,362,305,59,15,45,13,32,5
02-05-2023,ImpactTraining,1,994,815,639,228,411,94,93,88,70,18,7
02-05-2023,PrimeSeven,2,908,685,628,33,595,79,59,43,24,19,5
02-05-2023,ImpactTraining,1,173,43,54,3,51,80,11,73,49,24,3
02-05-2023,PrimeSeven,1,151,35,63,16,47,91,28,87,58,29,9
02-06-2021,PrimeSeven,1,619,504,556,319,237,76,51,55,9,46,0
02-06-2021,CelestialInterface,3,596,456,218,87,131,54,11,47,34,13,2
02-06-2021,CelestialInterface,1,863,794,308,194,114,86,53,39,3,36,4
02-06-2021,Mustangs,3,489,102,341,111,230,80,30,42,28,14,5
02-06-2021,Mustangs,3,859,774,0,0,0,85,25,54,13,41,5
02-06-2021,PrimeSeven,1,581,501,176,82,94,59,14,11,8,3,0
02-06-2021,ImpactTraining,3,387,318,316,116,200,83,75,75,72,3,2
02-06-2021,BitterLaser,1,194,140,131,52,79,81,47,54,51,3,0
02-06-2021,Quicksilver,1,176,122,34,33,1,79,28,47,28,19,2
02-06-2022,Quicksilver,3,945,188,826,392,434,78,2,16,2,14,0
02-06-2022,Aurora,2,405,209,372,54,318,52,24,12,8,4,0
02-06-2022,Mustangs,1,486,261,192,0,192,71,46,33,4,29,0
02-06-2022,Quicksilver,3,752,606,25,23,2,89,32,39,24,15,3
02-06-2022,Aurora,3,745,251,125,33,92,87,6,31,15,16,2
02-06-2022,CelestialInterface,1,696,645,308,203,105,50,16,15,10,5,1
02-06-2022,Honeycomb,2,359,160,107,104,3,74,47,54,51,3,6
02-06-2022,BitterLaser,2,248,149,6,4,2,65,30,5,3,2,0
02-06-2022,CelestialInterface,2,671,366,418,150,268,63,50,54,34,20,1
02-06-2022,GrayPanthers,1,922,164,503,295,208,100,97,93,92,1,0
02-06-2022,Aurora,1,964,196,696,422,274,84,43,9,4,5,0
02-06-2022,GrayPanthers,2,833,816,831,689,142,84,8,5,4,1,0
02-06-2022,Quicksilver,2,382,23,302,24,278,65,7,62,59,3,1
02-06-2022,Honeycomb,3,320,47,178,155,23,73,59,72,46,26,5
02-06-2023,CelestialInterface,2,812,631,580,28,552,81,63,4,0,4,0
02-06-2023,Honeycomb,2,470,254,162,89,73,66,31,1,0,1,0
02-06-2023,Discovery,3,785,763,668,284,384,95,49,7,3,4,0
02-06-2023,Aurora,3,430,260,320,84,236,73,25,32,6,26,0
02-06-2023,Aurora,2,902,147,354,66,288,62,47,15,9,6,0
02-06-2023,PrimeSeven,1,819,540,520,472,48,66,21,38,0,38,4
02-06-2023,BitterLaser,3,977,509,820,620,200,50,21,11,4,7,0
02-07-2021,BitterLaser,1,782,118,357,189,168,73,55,20,8,12,0
02-07-2021,Discovery,3,376,240,321,290,31,91,13,13,5,8,0
02-07-2021,BitterLaser,1,515,475,508,371,137,93,2,42,14,28,1
02-07-2021,BitterLaser,2,422,387,213,16,197,71,27,44,9,35,2
02-07-2021,GrayPanthers,3,331,55,123,58,65,80,76,43,6,37,3
02-07-2021,Aurora,1,212,159,39,9,30,68,2,10,7,3,0
02-07-2021,Aurora,3,226,82,218,213,5,76,39,8,1,7,0
02-07-2021,Mustangs,1,710,700,86,53,33,61,42,10,5,5,0
02-07-2021,CelestialInterface,2,212,134,35,3,32,78,71,19,4,15,1
02-07-2021,Aurora,3,476,308,46,34,12,93,75,33,1,32,3
02-07-2021,Honeycomb,1,435,210,313,215,98,87,14,31,2,29,3
02-07-2021,Discovery,2,944,9,62,22,40,64,7,19,18,1,0
02-07-2021,CelestialInterface,2,999,801,137,52,85,97,84,38,37,1,0
02-07-2021,GrayPanthers,2,469,50,439,347,92,96,45,9,7,2,0
02-07-2021,Aurora,1,202,175,68,38,30,98,69,76,7,69,7
02-07-2022,Honeycomb,1,197,180,143,29,114,58,36,50,11,39,3
02-07-2022,CelestialInterface,2,851,675,182,57,125,85,60,55,21,34,5
02-07-2022,BitterLaser,1,697,513,618,540,78,59,19,0,0,0,0
02-07-2022,Aurora,3,750,551,54,30,24,82,34,13,6,7,0
02-07-2022,Honeycomb,3,815,396,496,224,272,86,57,47,13,34,5
02-07-2022,Aurora,3,764,500,110,62,48,96,38,60,36,24,2
02-07-2022,Discovery,1,623,29,252,219,33,64,26,24,12,12,1
02-07-2022,Mustangs,2,795,489,112,35,77,59,47,10,5,5,0
02-07-2022,Aurora,1,786,1,103,82,21,64,51,49,21,28,2
02-07-2022,ImpactTraining,2,998,917,435,348,87,88,26,30,1,29,1
02-07-2022,ImpactTraining,1,204,41,6,5,1,86,71,10,9,1,0
02-07-2022,GrayPanthers,2,125,31,7,0,7,87,41,25,9,16,0
02-07-2022,Honeycomb,3,791,761,475,105,370,86,18,47,22,25,4
02-07-2023,CelestialInterface,3,939,124,645,488,157,54,34,1,0,1,0
02-07-2023,Honeycomb,3,528,331,37,28,9,64,60,2,1,1,0
02-07-2023,Aurora,1,871,212,415,219,196,91,75,18,17,1,1
02-07-2023,PrimeSeven,1,629,244,211,101,110,50,43,21,7,14,0
02-07-2023,Honeycomb,1,181,115,33,28,5,69,47,12,4,8,0
02-07-2023,Quicksilver,2,582,273,295,186,109,50,25,46,31,15,0
02-07-2023,PrimeSeven,2,793,2,168,90,78,83,35,78,1,77,9
02-07-2023,Discovery,3,312,151,230,223,7,96,57,78,31,47,0
02-07-2023,ImpactTraining,1,293,282,145,129,16,100,11,26,14,12,2
02-07-2023,GrayPanthers,2,776,729,445,41,404,63,54,21,15,6,1
02-08-2021,GrayPanthers,3,381,30,66,46,20,57,55,52,46,6,5
02-08-2021,Discovery,3,426,107,12,10,2,98,51,92,2,90,3
02-08-2021,Mustangs,1,914,536,600,12,588,91,77,81,18,63,8
02-08-2021,PrimeSeven,3,709,210,319,304,15,88,8,70,1,69,9
02-08-2021,ImpactTraining,1,859,362,0,0,0,96,81,83,59,24,10
02-08-2021,BitterLaser,3,765,728,698,543,155,70,18,53,25,28,5
02-08-2021,Aurora,3,513,487,335,158,177,85,76,30,9,21,1
02-08-2021,Honeycomb,3,932,868,719,270,449,96,35,89,29,60,2
02-08-2022,BitterLaser,3,395,248,168,94,74,55,39,9,6,3,0
02-08-2022,Honeycomb,2,978,634,948,847,101,64,32,13,4,9,0
02-08-2022,Discovery,3,310,266,137,40,97,75,52,62,11,51,0
02-08-2022,GrayPanthers,3,157,151,46,1,45,59,32,41,40,1,0
02-08-2022,BitterLaser,1,453,234,132,59,73,56,55,41,37,4,5
02-08-2022,Discovery,1,807,455,456,188,268,76,28,40,3,37,5
02-08-2022,GrayPanthers,3,420,345,102,41,61,70,44,25,0,25,1
02-08-2022,Mustangs,3,858,598,458,139,319,100,65,86,41,45,0
02-08-2023,CelestialInterface,1,547,65,175,134,41,89,30,33,12,21,3
02-08-2023,Discovery,3,295,236,175,161,14,62,20,40,5,35,3
02-08-2023,BitterLaser,1,469,30,231,86,145,74,9,62,52,10,0
02-08-2023,BitterLaser,3,448,434,244,183,61,63,15,22,17,5,1
02-09-2021,GrayPanthers,2,660,410,75,52,23,55,39,25,0,25,0
02-09-2021,PrimeSeven,1,522,223,159,45,114,97,59,42,17,25,3
02-09-2021,Quicksilver,2,684,106,379,135,244,66,38,27,6,21,3
02-09-2021,GrayPanthers,3,666,531,492,67,425,62,8,52,11,41,3
02-09-2021,Mustangs,2,692,669,114,61,53,91,38,23,8,15,0
02-09-2021,BitterLaser,1,258,257,201,38,163,83,35,12,8,4,0
02-09-2021,Honeycomb,1,589,172,65,13,52,57,39,18,17,1,0
02-09-2021,Mustangs,3,164,15,105,95,10,98,48,1,0,1,0
02-09-2021,Mustangs,1,473,50,190,99,91,58,9,26,8,18,1
02-09-2022,Mustangs,1,913,393,111,81,30,80,34,3,0,3,0
02-09-2022,Quicksilver,3,130,46,27,11,16,94,82,86,84,2,10
02-09-2022,BitterLaser,2,339,182,164,24,140,60,28,53,38,15,4
02-09-2023,BitterLaser,2,119,6,27,7,20,99,90,72,18,54,8
02-09-2023,BitterLaser,2,564,426,158,73,85,51,46,23,6,17,0
02-09-2023,GrayPanthers,1,403,101,297,20,277,81,55,30,14,16,2
02-09-2023,Mustangs,2,101,43,35,1,34,81,78,66,6,60,7
02-09-2023,BitterLaser,3,219,89,103,98,5,62,50,16,6,10,0
02-09-2023,CelestialInterface,2,172,4,56,18,38,97,57,84,66,18,6
02-09-2023,Quicksilver,1,806,626,140,103,37,73,1,68,58,10,6
02-09-2023,ImpactTraining,3,935,690,202,93,109,90,47,5,3,2,0
02-10-2021,GrayPanthers,3,301,178,87,53,34,87,36,51,16,35,2
02-10-2021,Quicksilver,1,553,409,204,154,50,93,60,66,48,18,1
02-10-2021,Discovery,3,710,47,119,93,26,78,13,66,37,29,3
02-10-2021,Discovery,3,499,94,128,123,5,61,12,58,15,43,7
02-10-2021,ImpactTraining,2,446,395,406,365,41,95,41,52,19,33,0
02-10-2021,BitterLaser,2,476,385,385,79,306,57,11,44,25,19,3
02-10-2021,ImpactTraining,2,448,79,404,362,42,83,74,58,16,42,1
02-10-2021,GrayPanthers,1,317,51,120,58,62,78,36,54,29,25,2
02-10-2021,Aurora,1,418,273,276,3,273,88,50,20,5,15,2
02-10-2021,Mustangs,3,976,326,338,299,39,72,40,64,29,35,6
02-10-2022,GrayPanthers,1,730,19,310,186,124,53,13,52,18,34,1
02-10-2022,ImpactTraining,1,956,639,337,241,96,63,62,54,2,52,3
02-10-2022,Discovery,1,877,273,419,15,404,97,80,27,25,2,2
02-10-2022,Discovery,1,337,267,72,38,34,68,24,10,1,9,0
02-10-2022,Aurora,1,629,613,457,358,99,95,51,90,23,67,0
02-10-2022,ImpactTraining,3,805,17,353,21,332,68,8,7,4,3,0
02-10-2022,PrimeSeven,2,544,193,67,44,23,82,25,66,0,66,1
02-10-2022,Honeycomb,1,777,628,504,235,269,75,24,15,14,1,0
02-10-2022,PrimeSeven,2,274,230,194,178,16,57,51,40,13,27,0
02-10-2022,Discovery,1,590,559,435,344,91,57,56,26,13,13,0
02-10-2023,Honeycomb,2,247,166,76,45,31,68,57,8,1,7,0
02-10-2023,CelestialInterface,3,529,138,168,54,114,93,36,27,21,6,0
02-10-2023,CelestialInterface,1,303,200,260,156,104,67,20,28,13,15,0
02-10-2023,GrayPanthers,1,245,228,143,6,137,58,23,41,6,35,3
02-10-2023,GrayPanthers,3,187,24,145,122,23,87,11,86,20,66,10
02-10-2023,Honeycomb,3,444,52,332,189,143,91,0,39,25,14,3
02-10-2023,Aurora,1,225,216,140,8,132,70,61,44,40,4,2
02-10-2023,PrimeSeven,3,958,267,311,308,3,85,59,23,1,22,1
02-11-2021,BitterLaser,2,837,64,372,251,121,76,43,8,0,8,0
02-11-2021,GrayPanthers,2,594,198,98,41,57,99,94,58,10,48,5
02-11-2021,Quicksilver,2,494,174,486,146,340,79,71,77,55,22,1
02-11-2021,ImpactTraining,2,257,84,214,45,169,71,58,37,13,24,0
02-11-2021,Aurora,1,872,782,213,54,159,75,9,30,11,19,3
02-11-2021,Aurora,2,960,334,916,769,147,79,52,70,68,2,6
02-11-2022,PrimeSeven,1,536,212,195,25,170,57,20,1,0,1,0
02-11-2022,GrayPanthers,2,367,263,203,117,86,94,82,17,9,8,0
02-11-2022,Aurora,1,509,438,307,132,175,89,9,58,39,19,0
02-11-2022,CelestialInterface,1,168,60,158,122,36,68,62,36,12,24,2
02-11-2022,ImpactTraining,3,112,108,31,1,30,72,5,20,11,9,2
02-11-2022,Discovery,1,401,152,259,173,86,96,43,20,17,3,1
02-11-2023,BitterLaser,3,630,627,482,169,313,66,49,27,21,6,0
02-11-2023,BitterLaser,1,852,350,601,269,332,51,16,47,0,47,1
02-11-2023,Aurora,3,992,831,818,348,470,81,36,40,23,17,3
02-11-2023,Quicksilver,1,627,329,501,153,348,51,50,23,12,11,1
02-11-2023,Honeycomb,3,651,378,553,264,289,50,33,48,16,32,0
02-11-2023,Mustangs,1,583,82,14,2,12,95,49,7,6,1,0
02-11-2023,Discovery,1,939,326,304,267,37,87,7,24,0,24,1
02-12-2021,Quicksilver,2,305,122,288,92,196,74,55,1,0,1,0
02-12-2021,BitterLaser,2,841,397,246,236,10,61,57,35,29,6,0
02-12-2021,CelestialInterface,1,356,30,162,46,116,64,51,59,54,5,2
02-12-2021,ImpactTraining,2,415,75,98,34,64,81,58,16,14,2,0
02-12-2021,ImpactTraining,1,720,391,33,11,22,58,26,46,16,30,5
02-12-2021,PrimeSeven,1,381,342,276,275,1,58,25,8,4,4,0
02-12-2021,GrayPanthers,1,627,168,10,3,7,93,79,48,16,32,4
02-12-2021,BitterLaser,2,270,159,144,99,45,100,52,57,10,47,1
02-12-2022,BitterLaser,3,299,195,96,35,61,81,34,63,61,2,4
02-12-2022,BitterLaser,3,455,21,277,65,212,78,77,0,0,0,0
02-12-2022,Mustangs,3,283,68,14,5,9,71,18,53,1,52,6
02-12-2022,Aurora,1,758,178,291,166,125,96,90,47,41,6,2
02-12-2022,PrimeSeven,2,668,655,428,159,269,52,50,32,28,4,0
02-12-2022,BitterLaser,1,846,610,204,109,95,52,10,27,25,2,3
02-12-2022,GrayPanthers,2,577,153,2,1,1,59,30,39,12,27,1
02-12-2023,Quicksilver,3,191,147,110,82,28,85,19,81,51,30,10
02-12-2023,Mustangs,3,219,25,30,27,3,68,24,19,8,11,1
02-12-2023,Mustangs,3,208,73,120,7,113,71,39,50,48,2,5
02-12-2023,Honeycomb,2,828,496,47,40,7,64,21,37,17,20,4
02-12-2023,BitterLaser,1,377,13,339,75,264,65,49,57,8,49,5
02-12-2023,Honeycomb,1,674,653,631,187,444,73,6,1,0,1,0
02-12-2023,BitterLaser,3,945,330,894,564,330,94,81,65,2,63,7
02-12-2023,Discovery,1,675,130,25,20,5,85,30,8,6,2,0
02-12-2023,GrayPanthers,2,922,676,751,20,731,88,87,44,1,43,1
03-01-2021,Mustangs,1,948,548,133,3,130,61,55,36,5,31,1
03-01-2021,ImpactTraining,1,191,29,102,101,1,88,47,74,62,12,6
03-01-2021,ImpactTraining,3,191,153,112,57,55,76,67,55,26,29,4
03-01-2021,Discovery,2,315,51,13,1,12,94,89,85,40,45,6
03-01-2021,BitterLaser,1,315,248,264,15,249,99,9,7,6,1,0
03-01-2021,ImpactTraining,3,656,110,464,44,420,52,41,37,27,10,4
03-01-2021,ImpactTraining,2,243,152,56,4,52,71,22,59,30,29,7
03-01-2022,CelestialInterface,1,164,17,109,77,32,86,12,48,32,16,5
03-01-2022,BitterLaser,1,684,524,150,5,145,84,25,64,55,9,0
03-01-2022,Mustangs,2,400,297,98,53,45,94,88,28,2,26,1
03-01-2022,Quicksilver,3,671,516,221,106,115,58,33,38,23,15,3
03-01-2022,ImpactTraining,1,400,11,244,159,85,97,78,85,16,69,5
03-01-2022,BitterLaser,1,143,83,69,61,8,72,49,10,4,6,0
03-01-2022,Aurora,1,270,195,233,223,10,71,37,62,3,59,7
03-01-2022,Aurora,3,393,220,197,11,186,53,29,46,26,20,4
03-01-2022,Honeycomb,1,931,466,550,502,48,71,38,60,41,19,8
03-01-2022,ImpactTraining,3,300,218,63,41,22,85,23,81,19,62,2
03-01-2022,ImpactTraining,1,408,14,266,144,122,92,7,56,55,1,4
03-01-2023,PrimeSeven,3,965,777,390,3,387,94,10,52,27,25,1
03-01-2023,Discovery,2,223,47,60,50,10,66,3,65,31,34,0
03-01-2023,Quicksilver,1,452,152,301,32,269,92,64,11,10,1,0
03-01-2023,CelestialInterface,3,330,298,327,126,201,79,14,13,10,3,0
03-01-2023,GrayPanthers,3,652,564,541,328,213,83,70,23,13,10,2
03-01-2023,ImpactTraining,1,930,803,751,710,41,79,27,7,5,2,0
03-01-2023,ImpactTraining,2,420,134,23,9,14,70,12,13,10,3,0
03-01-2023,Discovery,1,764,460,24,11,13,70,55,63,1,62,6
03-02-2021,BitterLaser,3,268,89,261,75,186,73,11,9,5,4,0
03-02-2021,Mustangs,1,734,472,113,109,4,69,63,66,25,41,0
03-02-2021,CelestialInterface,1,278,240,150,60,90,95,73,72,18,54,7
03-02-2021,PrimeSeven,2,394,21,245,174,71,60,6,44,12,32,4
03-02-2021,Mustangs,1,644,584,567,222,345,82,78,56,36,20,3
03-02-2021,ImpactTraining,1,119,16,62,11,51,77,51,2,0,2,0
03-02-2021,ImpactTraining,2,714,82,597,547,50,99,36,88,50,38,1
03-02-2021,BitterLaser,3,257,163,19,11,8,88,8,75,29,46,0
03-02-2022,Discovery,1,894,683,671,364,307,56,53,4,3,1,0
03-02-2022,Quicksilver,1,904,101,550,260,290,73,6,49,38,11,1
03-02-2022,PrimeSeven,1,831,390,219,21,198,98,73,9,4,5,0
03-02-2022,CelestialInterface,3,588,149,201,90,111,95,42,67,18,49,2
03-02-2022,GrayPanthers,2,605,30,325,3,322,93,18,25,19,6,1
03-02-2022,Quicksilver,3,369,231,19,7,12,57,40,38,32,6,0
03-02-2022,CelestialInterface,2,873,85,24,6,18,92,45,20,10,10,2
03-02-2022,Honeycomb,1,811,581,745,186,559,57,3,36,11,25,3
03-02-2022,Aurora,2,875,466,861,733,128,56,39,15,10,5,0
03-02-2023,Quicksilver,2,280,10,140,33,107,59,43,1,0,1,0
03-02-2023,CelestialInterface,1,862,621,789,534,255,92,50,51,44,7,3
03-02-2023,BitterLaser,1,140,55,77,45,32,67,0,45,30,15,3
03-02-2023,GrayPanthers,3,512,114,146,137,9,68,7,63,45,18,5
03-02-2023,Aurora,1,597,59,390,311,79,92,65,28,15,13,2
03-02-2023,Discovery,3,508,54,506,477,29,62,9,3,1,2,0
03-02-2023,PrimeSeven,1,727,79,235,216,19,75,16,48,26,22,5
03-02-2023,Aurora,3,802,615,120,66,54,63,34,56,12,44,0
03-02-2023,PrimeSeven,2,879,124,42,28,14,89,11,82,61,21,2
03-02-2023,Honeycomb,1,375,23,195,45,150,53,39,23,22,1,1
03-02-2023,Honeycomb,3,462,32,221,148,73,57,4,15,10,5,0
03-02-2023,Honeycomb,1,573,146,515,370,145,78,31,49,42,7,0
03-02-2023,BitterLaser,1,100,61,88,36,52,93,71,74,40,34,10
03-03-2021,GrayPanthers,1,844,363,643,464,179,77,51,12,2,10,0
03-03-2021,Aurora,2,948,711,238,44,194,54,23,30,23,7,1
03-03-2021,CelestialInterface,2,478,36,20,9,11,98,96,11,1,10,0
03-03-2021,Honeycomb,2,813,297,233,198,35,89,52,58,47,11,1
